"AF","TI","SO","AB","PY","Index"
"Benn, Marianne; Tybjaerg-Hansen, Anne; McCarthy, Mark I.; Jensen, Gorm B.; Grande, Peer; Nordestgaard, Borge G.","Nonfasting Glucose, Ischemic Heart Disease, and Myocardial Infarction A Mendelian Randomization Study","JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY","Objectives The purpose of this study was to test whether elevated nonfasting glucose levels associate with and cause ischemic heart disease (IHD) and myocardial infarction (MI). Background Elevated fasting plasma glucose levels associate with increased risk of IHD, but whether this is also true for nonfasting levels and whether this is a causal relationship is unknown. Methods Using a Mendelian randomization approach, we studied 80,522 persons from Copenhagen, Denmark. Of those, IHD developed in 14,155, and MI developed in 6,257. Subjects were genotyped for variants in GCK (rs4607517), G6PC2 (rs560887), ADCY5 (rs11708067), DGKB (rs2191349), and ADRA2A (rs10885122) associated with elevated fasting glucose levels in genome-wide association studies. Results Risk of IHD and MI increased stepwise with increasing nonfasting glucose levels. The hazard ratio for IHD in subjects with nonfasting glucose levels >= 11 mmol/l (>= 198 mg/dl) versus <5 mmol/l (<90 mg/dl) was 6.9 (95% confidence interval [CI]: 4.2 to 11.2) adjusted for age and sex, and 2.3 (95% CI: 1.3 to 4.2) adjusted multifactorially; corresponding values for MI were 9.2 (95% CI: 4.6 to 18.2) and 4.8 (95% CI: 2.1 to 11.2). Increasing number of glucose-increasing alleles was associated with increasing nonfasting glucose levels and with increased risk of IHD and MI. The estimated causal odds ratio for IHD and MI by instrumental variable analysis for a 1-mmol/l (18-mg/dl) increase in nonfasting glucose levels due to genotypes combined were 1.25 (95% CI: 1.03 to 1.52) and 1.69 (95% CI: 1.28 to 2.23), and the corresponding observed hazard ratio for IHD and MI by Cox regression was 1.18 (95% CI: 1.15 to 1.22) and 1.09 (95% CI: 1.07 to 1.11), respectively. Conclusions Like common nonfasting glucose elevation, plasma glucose-increasing polymorphisms associate with increased risk of IHD and MI. These data are compatible with a causal association. (J Am Coll Cardiol 2012;59:2356-65) (C) 2012 by the American College of Cardiology Foundation",2012,6
"McArdle, Patrick F.; Whitcomb, Brian W.; Tanner, Keith; Mitchell, Braxton D.; Shuldiner, Alan R.; Parsa, Afshin","Association between bilirubin and cardiovascular disease risk factors: using Mendelian randomization to assess causal inference","BMC CARDIOVASCULAR DISORDERS","Background: Elevated serum bilirubin has been associated with reduced risk of cardiovascular disease (CVD). However, serum bilirubin is also related with several potential confounders related to CVD, such as obesity. Mendelian randomization has been proposed as a method to address challenges to validity from confounding and reverse causality. It utilizes genotype to estimate causal relationships between a gene product and physiological outcomes. In this report, we demonstrate its use in assessing direct causal relations between serum bilirubin levels and CVD risk factors, including obesity, cholesterol, measures of vascular function and blood pressure. Methods: Study subjects included 868 asymptomatic individuals. Study subjects were genotyped at the UGT1A1*28 locus, which is strongly associated with bilirubin levels. Results: Serum bilirubin levels were inversely associated with levels of several cardiovascular disease risk factors, including body mass index (p = 0.003), LDL (p = 0.0005) and total cholesterol (p = 0.0002). In contrast, UGT1A1*28 genotype, a known cause of elevated bilirubin levels, was not significantly associated with any of these traditional CVD risk factors. We did observe an association between genotype and brachial artery diameter (p = 0.003) and cold pressor reactivity (p = 0.01). Conclusions: Our findings imply that the observed association of serum bilirubin levels with body mass index and cholesterol are likely due to confounding and suggest that previously established CVD benefits of increased bilirubin may in part be mediated by the early regulation of vascular structure and reactivity.",2012,6
"Haase, Christiane L.; Tybjaerg-Hansen, Anne; Qayyum, Abbas Ali; Schou, Jesper; Nordestgaard, Borge G.; Frikke-Schmidt, Ruth","LCAT, HDL Cholesterol and Ischemic Cardiovascular Disease: A Mendelian Randomization Study of HDL Cholesterol in 54,500 Individuals","JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM","Background: Epidemiologically, high-density lipoprotein (HDL) cholesterol levels associate inversely with risk of ischemic cardiovascular disease. Whether this is a causal relation is unclear. Methods: We studied 10,281 participants in the Copenhagen City Heart Study (CCHS) and 50,523 participants in the Copenhagen General Population Study (CGPS), of which 991 and 1,693 participants, respectively, had developed myocardial infarction (MI) by August 2010. Participants in the CCHS were genotyped for all six variants identified by resequencing lecithin-cholesterol acyltransferase in 380 individuals. One variant, S208T (rs4986970, allele frequency 4%), associated with HDL cholesterol levels in both the CCHS and the CGPS was used to study causality of HDL cholesterol using instrumental variable analysis. Results: Epidemiologically, in the CCHS, a 13% (0.21 mmol/liter) decrease in plasma HDL cholesterol levels was associated with an 18% increase in risk of MI. S208T associated with a 13% (0.21 mmol/liter) decrease in HDL cholesterol levels but not with increased risk of MI or other ischemic end points. The causal odds ratio for MI for a 50% reduction in plasma HDL cholesterol due to S208T genotype in both studies combined was 0.49 (0.11-2.16), whereas the hazard ratio for MI for a 50% reduction in plasma HDL cholesterol in the CCHS was 2.11 (1.70-2.62) (P-comparison = 0.03). Conclusion: Low plasma HDL cholesterol levels robustly associated with increased risk of MI but genetically decreased HDL cholesterol did not. This may suggest that low HDL cholesterol levels per se do not cause MI. (J Clin Endocrinol Metab 97: E248-E256, 2012)",2012,6
"Wensley, Frances; Gao, Pei; Burgess, Stephen; Kaptoge, Stephen; Di Angelantonio, Emanuele; Shah, Tina; Engert, James C.; Clarke, Robert; Davey-Smith, George; Nordestgaard, Borge G.; Saleheen, Danish; Samani, Nilesh J.; Sandhu, Manjinder; Anand, Sonia; Pepys, Mark B.; Smeeth, Liam; Whittaker, John; Casas, Juan Pablo; Thompson, Simon G.; Hingorani, Aroon D.; Danesh, John; Eiriksdottir, G.; Harris, T. B.; Launer, L. J.; Gudnason, V.; Folsom, A. R.; Andrews, G.; Ballantyne, C. M.; Samani, N. J.; Hall, A. S.; Braund, P. S.; Balmforth, A. J.; Whincup, P. H.; Morris, R.; Lawlor, D. A.; Lowe, G. D. O.; Timpson, N.; Ebrahim, S.; Ben-Shlomo, Y.; Davey-Smith, G.; Timpson, N.; Nordestgaard, B. G.; Tybjaerg-Hansen, A.; Zacho, J.; Brown, M.; Sandhu, M.; Ricketts, S. L.; Ashford, S.; Lange, L.; Reiner, A.; Cushman, M.; Tracy, R.; Wu, C.; Ge, J.; Zou, Y.; Sun, A.; Hung, J.; McQuillan, B.; Thompson, P.; Beilby, J.; Warrington, N.; Palmer, L. J.; Wanner, C.; Drechsler, C.; Hoffmann, M. M.; Fowkes, F. G. R.; Lowe, G. D. O.; Tzoulaki, I.; Kumari, M.; Miller, M.; Marmot, M.; Onland-Moret, C.; van der Schouw, Y. T.; Boer, J. M.; Wijmenga, C.; Ricketts, S. L.; Ashford, S.; Sandhu, M.; Khaw, K-T; Vasan, R. S.; Schnabel, R. B.; Yamamoto, J. F.; Benjamin, E. J.; Schunkert, H.; Erdmann, J.; Koenig, I. R.; Hengstenberg, C.; Chiodini, B.; Franzosi, M. G.; Pietri, S.; Gori, F.; Rudock, M.; Liu, Y.; Lohman, K.; Harris, T. B.; Humphries, S. E.; Hamsten, A.; Norman, P. E.; Hankey, G. J.; Jamrozik, K.; Palmer, L. J.; Rimm, E. B.; Pai, J. K.; Psaty, B. M.; Heckbert, S. R.; Bis, J. C.; Yusuf, S.; Anand, S.; Engert, J. C.; Xie, C.; Collins, R.; Clarke, R.; Bennett, D.; Kooner, J.; Chambers, J.; Elliott, P.; Maerz, W.; Kleber, M. E.; Boehm, B. O.; Winkelmann, B. R.; Melander, O.; Berglund, G.; Koenig, W.; Thorand, B.; Baumert, J.; Peters, A.; Rimm, E. B.; Manson, J.; Pai, J. K.; Humphries, S. E.; Cooper, J. A.; Talmud, P. J.; Ladenvall, P.; Johansson, L.; Jansson, J-H; Hallmans, G.; Reilly, M. P.; Qu, L.; Li, M.; Rader, D. J.; Watkins, H.; Clarke, R.; Hopewell, J.; Saleheen, D.; Danesh, J.; Frossard, P.; Sattar, N.; Robertson, M.; Shepherd, J.; Schaefer, E.; Hofman, A.; Witteman, J. C. M.; Kardys, I.; Dehghan, A.; de Faire, U.; Bennet, A.; Gigante, B.; Leander, K.; Ben-Shlomo, Y.; Davey-Smith, G.; Timpson, N.; Peters, B.; Maitland-van der Zee, A. H.; de Boer, A.; Klungel, O.; Reiner, A.; Manson, J.; Greenland, P.; Dai, J.; Liu, S.; Kumari, M.; Brunner, E.; Kivimaki, M.; Marmot, M.; Sattar, N.; O'Reilly, D.; Ford, I.; Packard, C. J.","Association between C reactive protein and coronary heart disease: mendelian randomisation analysis based on individual participant data","BRITISH MEDICAL JOURNAL","Objective To use genetic variants as unconfounded proxies of C reactive protein concentration to study its causal role in coronary heart disease. Design Mendelian randomisation meta-analysis of individual participant data from 47 epidemiological studies in 15 countries. Participants 194 418 participants, including 46 557 patients with prevalent or incident coronary heart disease. Information was available on four CRP gene tagging single nucleotide polymorphisms (rs3093077, rs1205, rs1130864, rs1800947), concentration of C reactive protein, and levels of other risk factors. Main outcome measures Risk ratios for coronary heart disease associated with genetically raised C reactive protein versus risk ratios with equivalent differences in C reactive protein concentration itself, adjusted for conventional risk factors and variability in risk factor levels within individuals. Results CRP variants were each associated with up to 30% per allele difference in concentration of C reactive protein (P<10(-34)) and were unrelated to other risk factors. Risk ratios for coronary heart disease per additional copy of an allele associated with raised C reactive protein were 0.93 (95% confidence interval 0.87 to 1.00) for rs3093077; 1.00 (0.98 to 1.02) for rs1205; 0.98 (0.96 to 1.00) for rs1130864; and 0.99 (0.94 to 1.03) for rs1800947. In a combined analysis, the risk ratio for coronary heart disease was 1.00 (0.90 to 1.13) per 1 SD higher genetically raised natural log (ln) concentration of C reactive protein. The genetic findings were discordant with the risk ratio observed for coronary heart disease of 1.33 (1.23 to 1.43) per 1 SD higher circulating ln concentration of C reactive protein in prospective studies (P=0.001 for difference). Conclusion Human genetic data indicate that C reactive protein concentration itself is unlikely to be even a modest causal factor in coronary heart disease.",2011,6
"Timpson, Nicholas J.; Harbord, Roger; Smith, George Davey; Zacho, Jeppe; Tybjaerg-Hansen, Anne; Nordestgaard, Borge G.","Does Greater Adiposity Increase Blood Pressure and Hypertension Risk? Mendelian Randomization Using the FTO/MC4R Genotype","HYPERTENSION","Elevated blood pressure increases the risk of experiencing cardiovascular events like myocardial infarction and stroke. Current observational data suggest that body mass index may have a causal role in the etiology of hypertension, but this may be influenced by confounding and reverse causation. Through the use of instrumental variable methods, we aim to estimate the strength of the unconfounded and unbiased association between body mass index/adiposity and blood pressure. We explore these issues in the Copenhagen General Population Study. We used instrumental variable methods to obtain estimates of the causal association between body mass index and blood pressure. This was performed using both rs9939609 (FTO) and rs17782313 (MC4R) genotypes as instruments for body mass index. Avoiding the epidemiological problems of confounding, bias, and reverse causation, we confirmed observational associations between body mass index and blood pressure. In analyses including those taking antihypertensive drugs, but for whom appropriate adjustment had been made, systolic blood pressure was seen to increase by 3.85 mm Hg (95% CI: 1.88 to 5.83 mm Hg) for each 10% increase in body mass index (P = 0.0002), with diastolic blood pressure showing an increase of 1.79 mm Hg (95% CI: 0.68 to 2.90 mm Hg) for each 10% increase in body mass index (P = 0.002). Observed associations are large and illustrate the considerable benefits in terms of reductions in blood pressure-related morbidity that could be achieved through a reduction in body mass index. (Hypertension. 2009; 54: 84-90.)",2009,6
"Casas, Juan P.; Shah, Tina; Cooper, Jackie; Hawe, Emma; McMahon, Alex D.; Gaffney, Dairena; Packard, Christopher J.; O'Reilly, Denis S.; Juhan-Vague, Irene; Yudkin, John S.; Tremoli, Elena; Margaglione, Maurizio; Di Minno, Giovanni; Hamsten, Anders; Kooistra, Teake; Stephens, Jeffrey W.; Hurel, Steven J.; Livingstone, Shona; Colhoun, Helen M.; Miller, George J.; Bautista, Leonelo E.; Meade, Tom; Sattar, Naveed; Humphries, Steve E.; Hingorani, Aroon D.","Insight into the nature of the CRP-coronary event association using Mendelian randomization","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","Background It is unclear wheather the association between C-reactive protein (CRP) and incident coronary events is free from bias and confounding. Individuals homozygous for a +1444C > T polymorphism in the CRP gene have higher circulating concentrations of CRP. Since the distribution of this polymorphism occurs at random during gamete formation, its association with coronary events should not be biased or confounded. Methods We calculated the weighted mean difference in CRP between individuals with variants of the +1444C > T polymorphism in the CRP gene among 4659 European men from six studies (genotype-intermediate phenotype studies). We used this difference together with data from previous observational studies to compute an expected odds ratio (OR) for non-fatal myocardial infarction (MI) among individuals homozygous for the T allele. We then performed four new genetic association studies (6201 European men) to obtain a summary OR for the association between the +1444C > T polymorphism and non-fatal MI (genotype-disease studies). Results CRP was 0.68 mg/l [95% confidence interval (95% CI) 0.31-1.10; P = 0.0001] higher among subjects homozygous for the +1444-T allele, with no confounding by a range of covariates. The expected ORs among TT subjects for non-fatal MI corresponding to this difference in CRP was 1.20 (95% CI 1.07-1.38) using the Reykjavik Heart study data and 1.25 (1.09-1.43) for all observational studies to 2004. The estimate for the observed adjusted-OR for non-fatal MI among TT subjects was 1.01 (95% CI 0.74-1.38), lower than both expected ORs. Conclusions A common CRP gene polymorphism is associated with important differences in CRP concentrations, free from confounding. The null association of this variant with coronary events suggests possible residual confounding (or reverse causation) in the CRP-coronary event association in observational studies, though the confidence limits are still compatible with a modest causal effect. Additional studies of genotype (or haplotype) and coronary events would help clarify whether or not the link between CRP and coronary events in observational studies is causal.",2006,6
"Kardys, Isabella; de Maat, Moniek P. M.; Uitterlinden, Andre G.; Hofman, Albert; Witteman, Jacqueline C. M.","C-reactive protein gene haplotypes and risk of coronary heart disease: the Rotterdam Study","EUROPEAN HEART JOURNAL","Aims C-reactive protein is associated with risk of cardiovascular disease. However, whether C-reactive protein is a marker of severity of cardiovascular disease or actually is involved in its pathogenesis remains unknown. We investigated the relation between C-reactive protein haplotypes, representing the comprehensive variation of the C-reactive protein gene, and coronary heart disease. Methods and results The Rotterdam Study is a prospective population-based study among men and women aged 55 years and older. C-reactive protein was associated with risk of coronary heart disease, with a multivariable adjusted hazard ratio of 1.9 (95% Cl 1.5-2.4) for the highest vs. the lowest quartile. Four C-reactive protein haplotypes were present with overall frequencies of 32.8, 31.7, 29.5, and 5.9%. C-reactive protein serum levels were significantly different according to C-reactive protein haplotypes. C-reactive protein haplotypes were not associated with coronary heart disease. Conclusion Steady-state C-reactive protein serum level is influenced by C-reactive protein gene haplotypes. Although elevated C-reactive protein level has lately been found to be a consistent and relatively strong risk factor for cardiovascular disease, our study does not support that the common variation in the C-reactive protein gene has a large effect on the occurrence of coronary heart disease.",2006,6
"Smith, GD; Lawlor, DA; Harbord, R; Timpson, N; Rumley, A; Lowe, GDO; Day, INM; Ebrahim, S","Association of C-reactive protein with blood pressure and hypertension - Life course confounding and Mendelian randomization tests of causality","ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY","Background-C-reactive protein (CRP) has repeatedly been associated with blood pressure and prevalent and incident hypertension, but whether a causal link exists is uncertain. Methods and Results - We assessed the cross-sectional relations of CRP to systolic blood pressure, pulse pressure, and prevalent hypertension in a representative sample of > 3500 British women aged 60 to 79 years. For both outcomes, substantial associations were observed. However, these associations were greatly attenuated by adjustment for a wide range of confounding factors acting over the life course. We further investigated causality using a Mendelian randomization approach by examining the association of the 1059G/C polymorphism in the human CRP gene with CRP and with blood pressure, pulse pressure, and hypertension. The polymorphism was associated with a robust difference in CRP, and the expectation would be for higher blood pressure and pulse pressure and greater prevalence of hypertension among those carrying the genetic variant associated with higher CRP levels. This was not observed, and the predicted causal effects of CRP on blood pressure, pulse pressure, and hypertension using instrumental variables methods were close to 0, although with wide CIs. Conclusions - CRP levels are associated with blood pressure, pulse pressure, and hypertension, but adjustment for life course confounding and a Mendelian randomization approach suggest the elevated CRP levels do not lead to elevated blood pressure.",2005,6
"Leong, Aaron; Chen, Ji; Wheeler, Eleanor; Hivert, Marie-France; Liu, Ching-Ti; Merino, Jordi; Dupuis, Josee; Tai, E. Shyong; Rotter, Jerome I.; Florez, Jose C.; Barroso, Ines; Meigs, James B.","Mendelian Randomization Analysis of Hemoglobin A(1c) as a Risk Factor for Coronary Artery Disease","DIABETES CARE","OBJECTIVE Observational studies show that higher hemoglobin A(1c) (A1C) predicts coronary artery disease (CAD). It remains unclear whether this association is driven entirely by glycemia. We used Mendelian randomization (MR) to test whether A1C is causally associated with CAD through glycemic and/or nonglycemic factors. RESEARCH DESIGN AND METHODS To examine the association of A1C with CAD, we selected 50 A1C-associated variants (log(10) Bayes factor >= 6) from an A1C genome-wide association study (GWAS; n = 159,940) and performed an inverse-variance weighted average of variant-specific causal estimates from CAD GWAS data (CARDIoGRAMplusC4D; 60,801 CAD case subjects/123,504 control subjects). We then replicated results in UK Biobank (18,915 CAD case subjects/455,971 control subjects) and meta-analyzed all results. Next, we conducted analyses using two subsets of variants, 16 variants associated with glycemic measures (fasting or 2-h glucose) and 20 variants associated with erythrocyte indices (e.g., hemoglobin [Hb]) but not glycemic measures. In additional MR analyses, we tested the association of Hb with A1C and CAD. RESULTS Genetically increased A1C was associated with higher CAD risk (odds ratio [OR] 1.61 [95% CI 1.40, 1.84] per %-unit, P = 6.9 x 10(-12)). Higher A1C was associated with increased CAD risk when using only glycemic variants (OR 2.23 [1.73, 2.89], P = 1.0 x 10(-9)) and when using only erythrocytic variants (OR 1.30 [1.08, 1.57], P = 0.006). Genetically decreased Hb, with concomitantly decreased mean corpuscular volume, was associated with higher A1C (0.30 [0.27, 0.33] %-unit, P = 2.9 x 10(-6)) per g/dL and higher CAD risk (OR 1.19 [1.04, 1.37], P = 0.02). CONCLUSIONS Genetic evidence supports a causal link between higher A1C and higher CAD risk. This relationship is driven not only by glycemic but also by erythrocytic, glycemia-independent factors.",2019,6
"Larsson, Susanna C.; Traylor, Matthew; Markus, Hugh S.","Homocysteine and small vessel stroke: A mendelian randomization analysis","ANNALS OF NEUROLOGY","Objective Trials of B vitamin therapy to lower blood total homocysteine (tHcy) levels for prevention of stroke are inconclusive. Secondary analyses of trial data and epidemiological studies suggest that tHcy levels may be particularly associated with small vessel stroke (SVS). We assessed whether circulating tHcy and B vitamin levels are selectively associated with SVS, but not other stroke subtypes, using Mendelian randomization. Methods We used summary statistics data for single-nucleotide polymorphisms (SNPs) associated with tHcy (n = 18), folate (n = 3), vitamin B-6 (n = 1), and vitamin B-12 (n = 14) levels, and the corresponding data for stroke from the MEGASTROKE consortium (n = 16,952 subtyped ischemic stroke cases and 404,630 noncases). Results Genetically predicted tHcy was associated with SVS, with an odds ratio of 1.34 (95% confidence interval [CI], 1.13-1.58; p = 6.7 x 10(-4)) per 1 standard deviation (SD) increase in genetically predicted tHcy levels, but was not associated with large artery or cardioembolic stroke. The association was mainly driven by SNPs at or near the MTHFR and MUT genes. The odds ratios of SVS per 1 SD increase in genetically predicted folate and vitamin B-6 levels were 0.49 (95% CI, 0.34-0.71; p = 1.3 x 10(-4)) and 0.70 (95% CI, 0.52-0.94; p = 0.02), respectively. Genetically higher vitamin B-12 levels were not associated with any stroke subtype. Interpretation These findings suggest that any effect of homocysteine-lowering treatment in preventing stroke will be confined to the SVS subtype. Whether genetic variants at or near the MTHFR and MUT genes influence SVS risk through pathways other than homocysteine levels and downstream effects require further investigation. Ann Neurol 2019;85:495-501",2019,6
"Valdes-Marquez, Elsa; Parish, Sarah; Clarke, Robert; Stari, Traiani; Worrall, Bradford B.; Hopewell, Jemma C.; Slowik, Agnieszka; Hofman, Albert; Algra, Ale; Reiner, Alex P.; Doney, Alexander S. F.; Gschwendtner, Andreas; Ilinca, Andreea; Giese, Anne-Katrin; Lindgren, Arne; Vicente, Astrid M.; Norrving, Bo; Nordestgaard, Borge G.; Mitchell, Braxton D.; Psaty, Bruce M.; Carty, Cara L.; Sudlow, Cathie L. M.; Anderson, Christopher; Levi, Christopher R.; Satizabal, Claudia L.; Palmer, Colin N. A.; Gamble, Dale M.; Woo, Daniel; Saleheen, Danish; Ringelstein, E. Bernd; Valdimarsson, Einar M.; Holliday, Elizabeth G.; Davies, Gail; Chauhan, Ganesh; Pasterkamp, Gerard; Boncoraglio, Giorgio B.; Kuhlenbaeumer, Gregor; Thorleifsson, Gudmar; Falcone, Guido J.; Pare, Guillaume; Schmidt, Helena; Delavaran, Hossein; Markus, Hugh S.; Aparicio, Hugo J.; Deary, Ian; Cotlarciuc, Ioana; Fernandez-Cadenas, Israel; Meschia, James F.; Liu, Jingmin; Montaner, Joan; Pera, Joanna; Cole, John; Attia, John R.; Rosand, Jonathan; Ferro, Jose M.; Bis, Joshua C.; Furie, Karen; Stefansson, Kari; Berger, Klaus; Kostulas, Konstantinos; Rannikmae, Kristiina; Ikram, M. Arfan; Benn, Marianne; Dichgans, Martin; Pandolfo, Massimo; Traylor, Matthew; Walters, Matthew; Sale, Michele; Nalls, Michael A.; Fornage, Myriam; van Zuydam, Natalie R.; Sharma, Pankaj; Abrantes, Patricia; de Bakker, Paul I. W.; Higgins, Peter; Lichtner, Peter; Rothwell, Peter M.; Amouyel, Philippe; Yang, Qiong; Malik, Rainer; Schmidt, Reinhold; Lemmens, Robin; van der Laan, Sander W.; Pulit, Sara L.; Abboud, Sherine; Oliveira, Sofia A.; Gretarsdottir, Solveig; Debette, Stephanie; Williams, Stephen R.; Bevan, Steve; Kittner, Steven J.; Seshadri, Sudha; Mosley, Thomas; Battey, Thomas W. K.; Tatlisumak, Turgut; Thorsteinsdottir, Unnur; Thijs, Vincent N. S.; Longstreth, W. T.; Zhao, Wei; Chen, Wei-Min; Cheng, Yu-Ching","Relative effects of LDL-C on ischemic stroke and coronary disease A Mendelian randomization study","NEUROLOGY","Objective To examine the causal relevance of lifelong differences in low-density lipoprotein cholesterol (LDL-C) for ischemic stroke (IS) relative to that for coronary heart disease (CHD) using a Mendelian randomization approach. Methods We undertook a 2-sample Mendelian randomization, based on summary data, to estimate the causal relevance of LDL-C for risk of IS and CHD. Information from 62 independent genetic variants with genome-wide significant effects on LDL-C levels was used to estimate the causal effects of LDL-C for IS and IS subtypes (based on 12,389 IS cases from METASTROKE) and for CHD (based on 60,801 cases from CARDIoGRAMplusC4D). We then assessed the effects of LDL-C on IS and CHD for heterogeneity. Results A 1 mmol/L higher genetically determined LDL-C was associated with a 50% higher risk of CHD (odds ratio [OR] 1.49, 95% confidence interval [CI] 1.32-1.68, p = 1.1 x 10(-8)). By contrast, the causal effect of LDL-C was much weaker for IS (OR 1.12, 95% CI 0.96-1.30, p = 0.14; p for heterogeneity = 2.6 x 10(-3)) and, in particular, for cardioembolic stroke (OR 1.06, 95% CI 0.84-1.33, p = 0.64; p for heterogeneity = 8.6 x 10(-3)) when compared with that for CHD. Conclusions In contrast with the consistent effects of LDL-C-lowering therapies on IS and CHD, genetic variants that confer lifelong LDL-C differences show a weaker effect on IS than on CHD. The relevance of etiologically distinct IS subtypes may contribute to the differences observed.",2019,6
"Wittemans, Laura B. L.; Lotta, Luca A.; Oliver-Williams, Clare; Stewart, Isobel D.; Surendran, Praveen; Karthikeyan, Savita; Day, Felix R.; Koulman, Albert; Imamura, Fumiaki; Zeng, Lingyao; Erdmann, Jeanette; Schunkert, Heribert; Khaw, Kay-Tee; Griffin, Julian L.; Forouhi, Nita G.; Scott, Robert A.; Wood, Angela M.; Burgess, Stephen; Howson, Joanna M. M.; Danesh, John; Wareham, Nicholas J.; Butterworth, Adam S.; Langenberg, Claudia","Assessing the causal association of glycine with risk of cardio-metabolic diseases","NATURE COMMUNICATIONS","Circulating levels of glycine have previously been associated with lower incidence of coronary heart disease (CHD) and type 2 diabetes (T2D) but it remains uncertain if glycine plays an aetiological role. We present a meta-analysis of genome-wide association studies for glycine in 80,003 participants and investigate the causality and potential mechanisms of the association between glycine and cardio-metabolic diseases using genetic approaches. We identify 27 genetic loci, of which 22 have not previously been reported for glycine. We show that glycine is genetically associated with lower CHD risk and find that this may be partly driven by blood pressure. Evidence for a genetic association of glycine with T2D is weaker, but we find a strong inverse genetic effect of hyperinsulinaemia on glycine. Our findings strengthen evidence for a protective effect of glycine on CHD and show that the glycine-T2D association may be driven by a glycine-lowering effect of insulin resistance.",2019,6
"Larsson, Susanna C.; Traylor, Matthew; Markus, Hugh S.","Circulating Vitamin K-1 Levels in Relation to Ischemic Stroke and Its Subtypes: A Mendelian Randomization Study","NUTRIENTS","Vitamin K plays a crucial role in blood coagulation, and hypercoagulability has been linked to atherosclerosis-related vascular disease. We used the Mendelian randomization study design to examine whether circulating vitamin K-1 (phylloquinone) levels are associated with ischemic stroke. Four single-nucleotide polymorphisms associated with vitamin K-1 levels were used as instrumental variables. Summary-level data for large artery atherosclerotic stroke (n = 4373 cases), small vessel stroke (n = 5386 cases), cardioembolic stroke (n = 7193 cases), and any ischemic stroke (n = 34,217 cases and 404,630 non-cases) were available from the MEGASTROKE consortium. Genetically-predicted circulating vitamin K-1 levels were associated with large artery atherosclerotic stroke but not with any other subtypes or ischemic stroke as a whole. The odds ratios per genetically predicted one nmol/L increase in natural log-transformed vitamin K-1 levels were 1.31 (95% confidence interval (CI) 1.12-1.53; p = 7.0 x 10(-4)) for large artery atherosclerotic stroke, 0.98 (95% CI 0.85-1.12; p = 0.73) for small vessel stroke, 1.01 (95% CI 0.90-1.14; p = 0.84) for cardioembolic stroke, and 1.05 (95% CI 0.99-1.11; p = 0.11) for any ischemic stroke. These findings indicate that genetic predisposition to higher circulating vitamin K-1 levels is associated with an increased risk of large artery atherosclerotic stroke.",2018,6
"Yang, Qian; Lin, Shi Lin; Kwok, Man Ki; Leung, Gabriel M.; Schooling, C. Mary","The Roles of 27 Genera of Human Gut Microbiota in Ischemic Heart Disease, Type 2 Diabetes Mellitus, and Their Risk Factors: A Mendelian Randomization Study","AMERICAN JOURNAL OF EPIDEMIOLOGY","Manipulation of the gut microbiota presents a new opportunity to combat chronic diseases. Randomized controlled trials of probiotics suggest some associations with adiposity, lipids, and insulin resistance, but to our knowledge no trials with ""hard"" outcomes have been conducted. We used separate-sample Mendelian randomization to obtain estimates of the associations of 27 genera of gut microbiota with ischemic heart disease, type 2 diabetes mellitus, adiposity, lipid levels, and insulin resistance, based on summary data from CARDIoGRAAMplusC4D and other consortia. Among the 27 genera, a 1-allele increase in single nucleotide polymorphisms related to greater abundance of Bifidobacterium was associated with lower risk of ischemic heart disease (odds ratio = 0.985, 95% confidence interval (Cl): 0.971, 1.000; P = 0.04), a 0.011-standard-deviation lower body mass index (95% Cl: -0.017, -0.005), and a 0.026-standard-deviation higher low-density lipoprotein cholesterol level (95% Cl: 0.019, 0.033), but the findings were not robust to exclusion of potential pleiotropy. We also identified Acidaminococcus, Aggregatibacter, Anaerostipes, Blautia, Desulfovibrio, Dorea, and Faecalibacterium as being nominally associated with type 2 diabetes mellitus or other risk factors. Results from our study indicate that these 8 genera of gut microbiota should be given priority in future research relating the gut microbiome to ischemic heart disease and its risk factors.",2018,6
